Name,Sity1,State,Phone,Link
Deerfield Animal Hospital,San Antonio,TX,,http://www.findalocalvet.com/Profiles/Deerfield-Animal-Hospital.aspx
Pet Medical Ctr of San Antonio,San Antonio,TX,(210) 681-8333,http://www.findalocalvet.com/Profiles/Pet-Medical-Ctr-of-San-Antonio.aspx
Smith & Shedd Family Pet Hospital,San Antonio,TX,(210) 579-0518,http://www.findalocalvet.com/Profiles/Smith-Shedd-Family-Pet-Hospital.aspx
Corder Companion Animal Clinic,San Antonio,TX,,http://www.findalocalvet.com/Profiles/Corder-Companion-Animal-Clinic.aspx
South Texas Veterinary Specialist,San Antonio,TX,(210) 930-8383,http://www.findalocalvet.com/Profiles/South-Texas-Veterinary-Specialist.aspx
Veterinary Home Healthcare,Oklahoma City,OK,(405) 820-6647,http://www.findalocalvet.com/Profiles/Veterinary-Home-Healthcare.aspx
145th St Animal Hospital,New York,NY,(212) 234-3489,http://www.findalocalvet.com/Profiles/145th-St-Animal-Hospital.aspx
Value Vet II,Nashville,TN,,http://www.findalocalvet.com/Profiles/Value-Vet-II.aspx
"Murphy Road Animal Hospital, P.C.",Nashville,TN,(615) 383-4241,http://www.findalocalvet.com/Profiles/Murphy-Road-Animal-Hospital-P-C-.aspx
Jernigan N B DVM,Omaha,NE,,http://www.findalocalvet.com/Profiles/Jernigan-N-B-DVM.aspx
Animal Care Hospital,Milwaukee,WI,,http://www.findalocalvet.com/Profiles/Animal-Care-Hospital.aspx
Lakeview Veterinary Hospital,New Orleans,LA,(504) 482-2173,http://www.findalocalvet.com/Profiles/Lakeview-Veterinary-Hospital.aspx
Donelson Animal Hospital,Nashville,TN,,http://www.findalocalvet.com/Profiles/Donelson-Animal-Hospital.aspx
Anchorage Animal Hospital,Louisville,KY,,http://www.findalocalvet.com/Profiles/Anchorage-Animal-Hospital.aspx
Coconut Grove Animal Clinic,Miami,FL,(305) 448-2123,http://www.findalocalvet.com/Profiles/Coconut-Grove-Animal-Clinic.aspx
Ralston Veterinary Clinic Incorporated,Ralston,NE,(402) 331-6322,http://www.findalocalvet.com/Profiles/Ralston-Veterinary-Clinic-Incorporated.aspx
All Seasons Mobile Vet Clinic,Oakland,CA,(510) 430-0366,http://www.findalocalvet.com/Profiles/All-Seasons-Mobile-Vet-Clinic.aspx
Advanced Animal Hospital,Greenfield,WI,(414) 817-1200,http://www.findalocalvet.com/Profiles/Advanced-Animal-Hospital2.aspx
The Lake Veterinary Hospital,Oakland,CA,(510) 452-1255,http://www.findalocalvet.com/Profiles/The-Lake-Veterinary-Hospital.aspx
Utopia Animal Hospital,Memphis,TN,(901) 746-8758,http://www.findalocalvet.com/Profiles/Utopia-Animal-Hospital.aspx
Hefner Road Animal Hospital,Oklahoma City,OK,(405) 773-5557,http://www.findalocalvet.com/Profiles/Hefner-Road-Animal-Hospital.aspx
Pet Care Professionals,Memphis,TN,(901) 324-0202,http://www.findalocalvet.com/Profiles/Pet-Care-Professionals.aspx
Memphis Animal Clinic,Memphis,TN,(901) 272-7411,http://www.findalocalvet.com/Profiles/Memphis-Animal-Clinic.aspx
Dream Lake Animal Hospital,Miami,FL,(305) 225-3116,http://www.findalocalvet.com/Profiles/Dream-Lake-Animal-Hospital.aspx
Mobilevet Memphis,Memphis,TN,(901) 569-3683,http://www.findalocalvet.com/Profiles/Mobilevet-Memphis.aspx
Doerr Animal Clinic,Louisville,KY,,http://www.findalocalvet.com/Profiles/Doerr-Animal-Clinic.aspx
Pet Emergency Room,South Miami,FL,(305) 666-4142,http://www.findalocalvet.com/Profiles/Pet-Emergency-Room.aspx
Pinecrest Veterinary Hospital,Pinecrest,FL,(305) 278-1300,http://www.findalocalvet.com/Profiles/Pinecrest-Veterinary-Hospital.aspx
Aec Animal Emergency Clinic,Miami,FL,(305) 251-2096,http://www.findalocalvet.com/Profiles/Aec-Animal-Emergency-Clinic.aspx
Siegel TLC Animal Clinic,North Miami,FL,(305) 891-5116,http://www.findalocalvet.com/Profiles/Siegel-TLC-Animal-Clinic.aspx
Miami Animal Hospital,Miami,FL,(305) 443-4777,http://www.findalocalvet.com/Profiles/Miami-Animal-Hospital.aspx
Sky Lake Animal Hospital,Miami,FL,(305) 931-2113,http://www.findalocalvet.com/Profiles/Sky-Lake-Animal-Hospital.aspx
Silver BLUFF Animal Clinic,Miami,FL,(305) 859-7979,http://www.findalocalvet.com/Profiles/Silver-BLUFF-Animal-Clinic.aspx
Normandale Veterinary Hospital,Minneapolis,MN,,http://www.findalocalvet.com/Profiles/Normandale-Veterinary-Hospital.aspx
Compassionate Care Animal Hospital,Minneapolis,MN,(763) 315-4200,http://www.findalocalvet.com/Profiles/Compassionate-Care-Animal-Hospital.aspx
Kenwood Pet Clinic,Minneapolis,MN,(612) 377-5551,http://www.findalocalvet.com/Profiles/Kenwood-Pet-Clinic.aspx
Pet Care Clinic of Doral,Doral,FL,(305) 477-7387,http://www.findalocalvet.com/Profiles/Pet-Care-Clinic-of-Doral.aspx
South Miami Animal Clinic,South Miami,FL,(305) 667-7238,http://www.findalocalvet.com/Profiles/South-Miami-Animal-Clinic.aspx
Family Veterinary Practice,Bartlett,TN,,http://www.findalocalvet.com/Profiles/Family-Veterinary-Practice2.aspx
Smiling Pets Mobile Vet,Miami,FL,(305) 754-0844,http://www.findalocalvet.com/Profiles/Smiling-Pets-Mobile-Vet.aspx
Paradise Animal Center,Miami,FL,(305) 387-0841,http://www.findalocalvet.com/Profiles/Paradise-Animal-Center.aspx
McGehee Clinic for Animals,Memphis,TN,(901) 682-5684,http://www.findalocalvet.com/Profiles/McGehee-Clinic-for-Animals.aspx
Noah's Ark,Memphis,TN,,http://www.findalocalvet.com/Profiles/Noahs-Ark.aspx
Petvax Complete Care Ctr,Bartlett,TN,,http://www.findalocalvet.com/Profiles/Petvax-Complete-Care-Ctr.aspx
Avian & Exotic Medical Prctce,Memphis,TN,,http://www.findalocalvet.com/Profiles/Avian-Exotic-Medical-Prctce.aspx
Germanwood Animal Hospital,Memphis,TN,,http://www.findalocalvet.com/Profiles/Germanwood-Animal-Hospital.aspx
Southwind Animal Hospital,Memphis,TN,,http://www.findalocalvet.com/Profiles/Southwind-Animal-Hospital.aspx
Parkway Village Companion Anml,Memphis,TN,,http://www.findalocalvet.com/Profiles/Parkway-Village-Companion-Anml.aspx
Western Veterinarian,Memphis,TN,,http://www.findalocalvet.com/Profiles/Western-Veterinarian.aspx
Downtown Animal Hospital,Memphis,TN,,http://www.findalocalvet.com/Profiles/Downtown-Animal-Hospital.aspx
Broadway Pet Hospital,Oakland,CA,(510) 653-0212,http://www.findalocalvet.com/Profiles/Broadway-Pet-Hospital.aspx
Yale Road Animal Hospital,Memphis,TN,,http://www.findalocalvet.com/Profiles/Yale-Road-Animal-Hospital.aspx
Angel Care Cancer Clinic-Anmls,Bartlett,TN,,http://www.findalocalvet.com/Profiles/Angel-Care-Cancer-Clinic-Anmls.aspx
Animal Emergency Ctr Pc,Memphis,TN,,http://www.findalocalvet.com/Profiles/Animal-Emergency-Ctr-Pc.aspx
Rockford Road Animal Hospital,Minneapolis,MN,(763) 559-8903,http://www.findalocalvet.com/Profiles/Rockford-Road-Animal-Hospital.aspx
Golden Valley Animal Hospital,Golden Valley,MN,(763) 546-2323,http://www.findalocalvet.com/Profiles/Golden-Valley-Animal-Hospital.aspx
Blaine Area Pet Hospital Pa,Blaine,MN,(763) 392-4899,http://www.findalocalvet.com/Profiles/Blaine-Area-Pet-Hospital-Pa.aspx
Diamond Lake Animal Hospital,Minneapolis,MN,,http://www.findalocalvet.com/Profiles/Diamond-Lake-Animal-Hospital.aspx
Montclair Veterinary Hospital,Oakland  ,CA,(510) 339-8600,http://www.findalocalvet.com/Profiles/Montclair-Veterinary-Hospital.aspx
Banfield the Pet Hospital,Minneapolis,MN,,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital22.aspx
Brookdale Animal Hospital PA,Minneapolis,MN,(763) 560-6906,http://www.findalocalvet.com/Profiles/Brookdale-Animal-Hospital-PA.aspx
Coon Rapids Pet Hospital PA,Coon Rapids,MN,,http://www.findalocalvet.com/Profiles/Coon-Rapids-Pet-Hospital-PA.aspx
Banfield the Pet Hospital,Minneapolis,MN,,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital21.aspx
Claremont Veterinary Hospital,Oakland,CA,,http://www.findalocalvet.com/Profiles/Claremont-Veterinary-Hospital.aspx
Pandora's Box Veterinary Clnc,Minneapolis,MN,,http://www.findalocalvet.com/Profiles/Pandoras-Box-Veterinary-Clnc.aspx
Companion Veterinary Hospital,Blaine,MN,,http://www.findalocalvet.com/Profiles/Companion-Veterinary-Hospital.aspx
Banfield the Pet Hospital,Richfield,MN,,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital62.aspx
Cats Preferred Veterinary Hosp,Plymouth,MN,,http://www.findalocalvet.com/Profiles/Cats-Preferred-Veterinary-Hosp.aspx
Best Friends Animal Hospital,Minneapolis,MN,,http://www.findalocalvet.com/Profiles/Best-Friends-Animal-Hospital.aspx
Apache Animal Clinic & Hospital,Minneapolis,MN,(612) 781-2734,http://www.findalocalvet.com/Profiles/Apache-Animal-Clinic-Hospital.aspx
Brooklyn Pet Hospital,Minneapolis,MN,,http://www.findalocalvet.com/Profiles/Brooklyn-Pet-Hospital.aspx
Veterinary Ophthalmology Spec,Minneapolis,MN,(952) 929-8299,http://www.findalocalvet.com/Profiles/Veterinary-Ophthalmology-Spec.aspx
Family Animal Hospital,Fridley,MN,(763) 574-0262,http://www.findalocalvet.com/Profiles/Family-Animal-Hospital.aspx
Companion Animal Eye Ctr,Minneapolis,MN,,http://www.findalocalvet.com/Profiles/Companion-Animal-Eye-Ctr.aspx
Lyndale Animal Hospital,Minneapolis,MN,(612) 872-4674,http://www.findalocalvet.com/Profiles/Lyndale-Animal-Hospital.aspx
Edina Pet Hospital,Minneapolis,MN,(952) 929-5800,http://www.findalocalvet.com/Profiles/Edina-Pet-Hospital.aspx
Nokomis Pet Clinic,Minneapolis,MN,(612) 767-4546,http://www.findalocalvet.com/Profiles/Nokomis-Pet-Clinic.aspx
Parkway Village Companion Animal Hospital,Memphis,TN,(901) 363-4077,http://www.findalocalvet.com/Profiles/Parkway-Village-Companion-Animal-Hospital.aspx
Pet Crossing Animal Hospital,Minneapolis,MN,(952) 884-8248,http://www.findalocalvet.com/Profiles/Pet-Crossing-Animal-Hospital.aspx
Avian & Exotic Animal Medical Center,Miami,FL,(305) 234-2473,http://www.findalocalvet.com/Profiles/Avian-Exotic-Animal-Medical-Center.aspx
Oak Knoll Animal Hospital,St Louis Park,MN,,http://www.findalocalvet.com/Profiles/Oak-Knoll-Animal-Hospital.aspx
Brooks Road Animal Hospital,Memphis,TN,(901) 332-4550,http://www.findalocalvet.com/Profiles/Brooks-Road-Animal-Hospital.aspx
Brickell Animal Hospital,Miami,FL,(305) 933-5581,http://www.findalocalvet.com/Profiles/Brickell-Animal-Hospital.aspx
Miami Veterinary Internists,South Miami,FL,,http://www.findalocalvet.com/Profiles/Miami-Veterinary-Internists.aspx
Eureka Animal Clinic,Miami,FL,(305) 253-6754,http://www.findalocalvet.com/Profiles/Eureka-Animal-Clinic.aspx
Banfield the Pet Hospital,Miami,FL,,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital49.aspx
Doral Center Animal Clinic of Miami,Doral,FL,(305) 598-1234,http://www.findalocalvet.com/Profiles/Doral-Center-Animal-Clinic-of-Miami.aspx
Arch Creek Animal Clinic,North Miami,FL,,http://www.findalocalvet.com/Profiles/Arch-Creek-Animal-Clinic.aspx
Kendall Animal Clinic,Miami,FL,(305) 274-6434,http://www.findalocalvet.com/Profiles/Kendall-Animal-Clinic.aspx
Brookview Animal Hospital PA,Minneapolis,MN,,http://www.findalocalvet.com/Profiles/Brookview-Animal-Hospital-PA.aspx
Trail Animal Hospital,West Miami,FL,(305) 261-0793,http://www.findalocalvet.com/Profiles/Trail-Animal-Hospital.aspx
South Kendall Animal Clinic & Hospital,Miami,FL,(786) 619-1970,http://www.findalocalvet.com/Profiles/South-Kendall-Animal-Clinic-Hospital.aspx
South Kendall Animal Hospital,Miami,FL,(305) 238-2030,http://www.findalocalvet.com/Profiles/South-Kendall-Animal-Hospital.aspx
Raines Road Animal Hospital,Memphis,TN,(901) 396-7641,http://www.findalocalvet.com/Profiles/Raines-Road-Animal-Hospital.aspx
Banfield the Pet Hospital,Miami,FL,,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital50.aspx
Old Cutler Animal Clinic,Cutler Bay,FL,(305) 251-6151,http://www.findalocalvet.com/Profiles/Old-Cutler-Animal-Clinic.aspx
Coral Gables Animal Hospital,Coral Gables,FL,(305) 667-5821,http://www.findalocalvet.com/Profiles/Coral-Gables-Animal-Hospital.aspx
Animal Health & Rehabilitation Center,South Miami,FL,(305) 665-3526,http://www.findalocalvet.com/Profiles/Animal-Health-Rehabilitation-Center.aspx
Miami Veterinary Specialists,Miami,FL,,http://www.findalocalvet.com/Profiles/Miami-Veterinary-Specialists.aspx
Aventura Animal Hospital,Miami,FL,(305) 933-3647,http://www.findalocalvet.com/Profiles/Aventura-Animal-Hospital.aspx
St Paul Veterinary Clinic,Milwaukee,WI,,http://www.findalocalvet.com/Profiles/St-Paul-Veterinary-Clinic2.aspx
West Allis Veterinary Clinic,Milwaukee,WI,(414) 453-4344,http://www.findalocalvet.com/Profiles/West-Allis-Veterinary-Clinic.aspx
State Street Dog & Cat Hosp,Milwaukee,WI,,http://www.findalocalvet.com/Profiles/State-Street-Dog-Cat-Hosp.aspx
Pahle Small Animal Clinic,Milwaukee,WI,,http://www.findalocalvet.com/Profiles/Pahle-Small-Animal-Clinic.aspx
Animal Specialty Group Incorporated,Los Angeles,CA,(818) 244-7977,http://www.findalocalvet.com/Profiles/Animal-Specialty-Group-Incorporated.aspx
Pasternak Veterinary Center,West Los Angeles,CA,(310) 268-2275,http://www.findalocalvet.com/Profiles/Pasternak-Veterinary-Center.aspx
Tropical Park Animal Hospital,Miami,FL,,http://www.findalocalvet.com/Profiles/Tropical-Park-Animal-Hospital.aspx
Overland Veterinary Clinic,Los Angeles,CA,(310) 559-2424,http://www.findalocalvet.com/Profiles/Overland-Veterinary-Clinic.aspx
Animal General Hospital,Medley,FL,(305) 887-1764,http://www.findalocalvet.com/Profiles/Animal-General-Hospital3.aspx
Melrose La Brea Animal Hospital,Los Angeles,CA,(323) 937-5120,http://www.findalocalvet.com/Profiles/Melrose-La-Brea-Animal-Hospital.aspx
Vet Home Express,Aventura,FL,(954) 243-0269,http://www.findalocalvet.com/Profiles/Vet-Home-Express.aspx
VCA Petville Animal Hospital,Los Angeles,CA,,http://www.findalocalvet.com/Profiles/VCA-Petville-Animal-Hospital.aspx
North Figueroa Animal Hospital,Los Angeles,CA,(323) 258-8068,http://www.findalocalvet.com/Profiles/North-Figueroa-Animal-Hospital.aspx
Rancho Park Veterinary Clinic,West Los Angeles,CA,(310) 474-3398,http://www.findalocalvet.com/Profiles/Rancho-Park-Veterinary-Clinic.aspx
Katarina Boros DVM,North Miami,FL,,http://www.findalocalvet.com/Profiles/Katarina-Boros-DVM.aspx
Center Sinai Animal Hospital,Los Angeles,CA,(310) 559-3770,http://www.findalocalvet.com/Profiles/Center-Sinai-Animal-Hospital.aspx
KIH Vet Ctr,Louisville,KY,,http://www.findalocalvet.com/Profiles/KIH-Vet-Ctr.aspx
Pico Blvd Pet Hospital,Los Angeles,CA,(310) 271-6186,http://www.findalocalvet.com/Profiles/Pico-Blvd-Pet-Hospital.aspx
Eastpoint Veterinary Clinic,Louisville,KY,(502) 253-1151,http://www.findalocalvet.com/Profiles/Eastpoint-Veterinary-Clinic.aspx
Stony Brook Animal Hospital,Louisville,KY,,http://www.findalocalvet.com/Profiles/Stony-Brook-Animal-Hospital.aspx
Chenoweth Animal Hospital,Louisville,KY,(502) 893-5533,http://www.findalocalvet.com/Profiles/Chenoweth-Animal-Hospital.aspx
Hollywood Cat & Dog Animal,West Hollywood,CA,,http://www.findalocalvet.com/Profiles/Hollywood-Cat-Dog-Animal.aspx
Fairleigh Pet Center,Louisville,KY,(502) 451-6655,http://www.findalocalvet.com/Profiles/Fairleigh-Pet-Center.aspx
Country Walk Veterinary Ctr,Miami,FL,,http://www.findalocalvet.com/Profiles/Country-Walk-Veterinary-Ctr.aspx
Fegenbush Lane Animal Clinic,Louisville,KY,,http://www.findalocalvet.com/Profiles/Fegenbush-Lane-Animal-Clinic.aspx
Breckenridge Animal Hospital,Louisville,KY,,http://www.findalocalvet.com/Profiles/Breckenridge-Animal-Hospital.aspx
Cahuenga Pet Hospital,Los Angeles,CA,(323) 462-0660,http://www.findalocalvet.com/Profiles/Cahuenga-Pet-Hospital.aspx
Seneca Animal Hospital,Louisville,KY,,http://www.findalocalvet.com/Profiles/Seneca-Animal-Hospital2.aspx
Taylorsville Road Animal Hosp,Jeffersontown,KY,,http://www.findalocalvet.com/Profiles/Taylorsville-Road-Animal-Hosp.aspx
Auburndale Animal Hospital,Louisville,KY,,http://www.findalocalvet.com/Profiles/Auburndale-Animal-Hospital.aspx
"Cheri's Critter Care, LLC",Louisville,KY,(502) 526-7387,http://www.findalocalvet.com/Profiles/Cheris-Critter-Care-LLC.aspx
Goose Creek Animal Clinic,Louisville,KY,,http://www.findalocalvet.com/Profiles/Goose-Creek-Animal-Clinic.aspx
VETERINARY ASSOCIATES STONEFIELD,Louisville,KY,(502) 245-7863,http://www.findalocalvet.com/Profiles/VETERINARY-ASSOCIATES-STONEFIELD.aspx
Mar Vista Animal Medical Center,Los Angeles,CA,(310) 391-6741,http://www.findalocalvet.com/Profiles/Mar-Vista-Animal-Medical-Center.aspx
Cat Clinic of Louisville,Louisville,KY,,http://www.findalocalvet.com/Profiles/Cat-Clinic-of-Louisville.aspx
Davis Animal Clinic,Okolona,KY,,http://www.findalocalvet.com/Profiles/Davis-Animal-Clinic.aspx
Dixie Animal Hospital,Valley Station,KY,,http://www.findalocalvet.com/Profiles/Dixie-Animal-Hospital.aspx
Animal Emergency Ctr,Louisville,KY,,http://www.findalocalvet.com/Profiles/Animal-Emergency-Ctr.aspx
Bellevue Animal Hospital,Nashville,TN,,http://www.findalocalvet.com/Profiles/Bellevue-Animal-Hospital.aspx
Belle Meade Animal Hospital,Nashville,TN,,http://www.findalocalvet.com/Profiles/Belle-Meade-Animal-Hospital.aspx
Lyndon Animal Clinic,Louisville,KY,,http://www.findalocalvet.com/Profiles/Lyndon-Animal-Clinic.aspx
Garden District Pet Hospital,New Orleans,LA,(504) 891-8618,http://www.findalocalvet.com/Profiles/Garden-District-Pet-Hospital.aspx
Canal Street Veterinary Hospital,New Orleans,LA,(504) 200-2784,http://www.findalocalvet.com/Profiles/Canal-Street-Veterinary-Hospital.aspx
Jefferson Animal Hospital,Louisville,KY,,http://www.findalocalvet.com/Profiles/Jefferson-Animal-Hospital2.aspx
Eye Center for Animals Inc,New Orleans,LA,,http://www.findalocalvet.com/Profiles/Eye-Center-for-Animals-Inc.aspx
Animal Hospital of West Nashville,Nashville,TN,(615) 356-8993,http://www.findalocalvet.com/Profiles/Animal-Hospital-of-West-Nashville.aspx
Magazine Street Animal Clinic,New Orleans,LA,,http://www.findalocalvet.com/Profiles/Magazine-Street-Animal-Clinic.aspx
Barca & Assoc,New Orleans,LA,,http://www.findalocalvet.com/Profiles/Barca-Assoc.aspx
Iroquois Animal Clinic,Louisville,KY,,http://www.findalocalvet.com/Profiles/Iroquois-Animal-Clinic.aspx
House Calls for House Pets,St Matthews,KY,,http://www.findalocalvet.com/Profiles/House-Calls-for-House-Pets.aspx
Carrollton Veterinary Hospital,New Orleans,LA,,http://www.findalocalvet.com/Profiles/Carrollton-Veterinary-Hospital.aspx
Abadie Veterinary Hospital,Harahan,LA,,http://www.findalocalvet.com/Profiles/Abadie-Veterinary-Hospital.aspx
Reade Street Animal Hospital,New York  ,NY,(212) 274-1700,http://www.findalocalvet.com/Profiles/Reade-Street-Animal-Hospital.aspx
Prytania Veterinary Hospital,New Orleans,LA,(504) 899-2828,http://www.findalocalvet.com/Profiles/Prytania-Veterinary-Hospital.aspx
City Veterinary Care,New York,NY,(212) 799-7000,http://www.findalocalvet.com/Profiles/City-Veterinary-Care.aspx
Best Pet Rx,New York  ,NY,(800) 390-2779,http://www.findalocalvet.com/Profiles/Best-Pet-Rx.aspx
Audubon Veterinary Hospital,New Orleans,LA,,http://www.findalocalvet.com/Profiles/Audubon-Veterinary-Hospital.aspx
Westside Veterinary Center,New York  ,NY,(212) 580-1800,http://www.findalocalvet.com/Profiles/Westside-Veterinary-Center.aspx
Murray Hill Pet Hospital,New York  ,NY,(212) 685-2857,http://www.findalocalvet.com/Profiles/Murray-Hill-Pet-Hospital.aspx
Worth Street Veterinary Center,New York,NY,(212) 257-6900,http://www.findalocalvet.com/Profiles/Worth-Street-Veterinary-Center.aspx
St Marks Veterinary Hospital,New York,NY,,http://www.findalocalvet.com/Profiles/St-Marks-Veterinary-Hospital.aspx
Animal Allergy & Dermatology,Nashville,TN,,http://www.findalocalvet.com/Profiles/Animal-Allergy-Dermatology2.aspx
The Village Veterinarian,New York,NY,(212) 979-9870,http://www.findalocalvet.com/Profiles/The-Village-Veterinarian.aspx
Symphony Vet Center,New York,NY,(212) 866-8000,http://www.findalocalvet.com/Profiles/Symphony-Vet-Center.aspx
Heart of Chelsea Animal Hospital,New York  ,NY,(212) 924-6116,http://www.findalocalvet.com/Profiles/Heart-of-Chelsea-Animal-Hospital.aspx
Feline Health,New York  ,NY,(212) 879-0700,http://www.findalocalvet.com/Profiles/Feline-Health.aspx
145th Street Animal Hospital,New York,NY,,http://www.findalocalvet.com/Profiles/145th-Street-Animal-Hospital.aspx
House Calls for Your Pet,New York,NY,(212) 465-1667,http://www.findalocalvet.com/Profiles/House-Calls-for-Your-Pet.aspx
Vet Med Impex,New York,NY,,http://www.findalocalvet.com/Profiles/Vet-Med-Impex.aspx
Lexington Veterinary Group,New York,NY,(212) 889-7778,http://www.findalocalvet.com/Profiles/Lexington-Veterinary-Group.aspx
Tribeca Soho Animal Hospital,New York,NY,(212) 925-6100,http://www.findalocalvet.com/Profiles/Tribeca-Soho-Animal-Hospital.aspx
Washington Heights Animal Hosp,New York,NY,,http://www.findalocalvet.com/Profiles/Washington-Heights-Animal-Hosp.aspx
Veterinary House Calls,New York,NY,(212) 838-2569,http://www.findalocalvet.com/Profiles/Veterinary-House-Calls.aspx
Animal General,New York,NY,,http://www.findalocalvet.com/Profiles/Animal-General.aspx
Pet Requiem,New York,NY,(646) 599-7953,http://www.findalocalvet.com/Profiles/Pet-Requiem.aspx
East Side Animal Hospital,New York,NY,,http://www.findalocalvet.com/Profiles/East-Side-Animal-Hospital.aspx
West Village Veterinary Hospital,New York,NY,(212) 633-7400,http://www.findalocalvet.com/Profiles/West-Village-Veterinary-Hospital.aspx
East Village Veterinarian,New York,NY,,http://www.findalocalvet.com/Profiles/East-Village-Veterinarian.aspx
Amber Oaks Veterinary Hospital,Midwest City,OK,,http://www.findalocalvet.com/Profiles/Amber-Oaks-Veterinary-Hospital.aspx
Country Pet Care,Oklahoma City,OK,(405) 478-8800,http://www.findalocalvet.com/Profiles/Country-Pet-Care.aspx
Ranchwood Veterinary Hospital,Oklahoma City,OK,(405) 794-5551,http://www.findalocalvet.com/Profiles/Ranchwood-Veterinary-Hospital.aspx
Happy Tails Mobile Vet Clinic,Oklahoma City,OK,,http://www.findalocalvet.com/Profiles/Happy-Tails-Mobile-Vet-Clinic.aspx
Warwick Animal Hospital,Oklahoma City,OK,(405) 722-7717,http://www.findalocalvet.com/Profiles/Warwick-Animal-Hospital.aspx
Awesome Care Veterinary,Oklahoma City,OK,(405) 631-0569,http://www.findalocalvet.com/Profiles/Awesome-Care-Veterinary.aspx
Crestwood Animal Hospital,Oklahoma City,OK,,http://www.findalocalvet.com/Profiles/Crestwood-Animal-Hospital.aspx
Schrag Animal Clinic,Oklahoma City,OK,(405) 681-0829,http://www.findalocalvet.com/Profiles/Schrag-Animal-Clinic.aspx
Summit Pointe Vet Clinic,Oklahoma City,OK,,http://www.findalocalvet.com/Profiles/Summit-Pointe-Vet-Clinic.aspx
Quail Creek Veterinary Clinic,Oklahoma City,OK,,http://www.findalocalvet.com/Profiles/Quail-Creek-Veterinary-Clinic.aspx
Heritage Plaza Animal Hospital,Oklahoma City,OK,(405) 737-4000,http://www.findalocalvet.com/Profiles/Heritage-Plaza-Animal-Hospital.aspx
Nichols Hills Veterinary Clnc,Oklahoma City,OK,,http://www.findalocalvet.com/Profiles/Nichols-Hills-Veterinary-Clnc.aspx
Post Road Pet Clinic,Oklahoma City,OK,,http://www.findalocalvet.com/Profiles/Post-Road-Pet-Clinic.aspx
Stonefield Veterinary Assoc,Louisville,KY,,http://www.findalocalvet.com/Profiles/Stonefield-Veterinary-Assoc.aspx
North Penn Pet Supply-Grooming,Oklahoma City,OK,,http://www.findalocalvet.com/Profiles/North-Penn-Pet-Supply-Grooming.aspx
Oklahoma City Equine Clinic,Oklahoma City,OK,,http://www.findalocalvet.com/Profiles/Oklahoma-City-Equine-Clinic.aspx
Banfield the Pet Hospital,Oklahoma City,OK,,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital68.aspx
City Pet Doctor,New York,NY,(917) 439-2097,http://www.findalocalvet.com/Profiles/City-Pet-Doctor.aspx
Southwestern Pet Clinic,Oklahoma City,OK,,http://www.findalocalvet.com/Profiles/Southwestern-Pet-Clinic.aspx
Nichles Hills,Oklahoma City,OK,,http://www.findalocalvet.com/Profiles/Nichles-Hills.aspx
Banfield the Pet Hospital,Oklahoma City,OK,,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital67.aspx
ASPCA Bergh Meml Animal,New York,NY,,http://www.findalocalvet.com/Profiles/ASPCA-Bergh-Meml-Animal.aspx
Hickory Knoll Veterinary Hosp,Harahan,LA,,http://www.findalocalvet.com/Profiles/Hickory-Knoll-Veterinary-Hosp.aspx
American Animal Hospital,Omaha,NE,,http://www.findalocalvet.com/Profiles/American-Animal-Hospital.aspx
Mac Arthur Boulevard Animal,Oklahoma City,OK,,http://www.findalocalvet.com/Profiles/Mac-Arthur-Boulevard-Animal.aspx
Millard Veterinary Clinic,Omaha,NE,,http://www.findalocalvet.com/Profiles/Millard-Veterinary-Clinic.aspx
Banfield the Pet Hospital,Omaha,NE,,http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital64.aspx
Greenbriar Veterinary Hospital,Oklahoma City,OK,,http://www.findalocalvet.com/Profiles/Greenbriar-Veterinary-Hospital.aspx
Harvey Oaks Animal Hospital,Omaha,NE,(402) 334-0200,http://www.findalocalvet.com/Profiles/Harvey-Oaks-Animal-Hospital.aspx
Miracle Hills Animal Hospital,Omaha,NE,,http://www.findalocalvet.com/Profiles/Miracle-Hills-Animal-Hospital.aspx
Midwestvet,Omaha,NE,,http://www.findalocalvet.com/Profiles/Midwestvet.aspx
Rockbrook Animal Clinic,Omaha,NE,,http://www.findalocalvet.com/Profiles/Rockbrook-Animal-Clinic.aspx
Best Care Pet Hospital,Omaha,NE,,http://www.findalocalvet.com/Profiles/Best-Care-Pet-Hospital.aspx
Backlund Animal Clinic,Omaha,NE,,http://www.findalocalvet.com/Profiles/Backlund-Animal-Clinic.aspx
Community Animal Hospital,Omaha,NE,,http://www.findalocalvet.com/Profiles/Community-Animal-Hospital3.aspx
Britton Road Veterinary Clinic,Oklahoma City,OK,(405) 751-8007,http://www.findalocalvet.com/Profiles/Britton-Road-Veterinary-Clinic.aspx
Animal Clinic Suburban,Omaha,NE,,http://www.findalocalvet.com/Profiles/Animal-Clinic-Suburban.aspx
